company,year,text_a,pena_n,label
5828,2016,"前一年度營業結果105年度營業計畫實施成果:富邦產險105年全年簽單保費30億元,成長7%,以市佔率8%的優異表現為業界之冠,並連續35年穩居市場龍頭地位,持續繳出亮麗的成績;獲利方面,105年台灣雖有多貣天災及重大事故,但仍以核保利潤4億元,稅後淨利2億元與每股盈餘(EPS)8元的優異表現,符合投資人的期待。以持續追求客戶滿意為最大目標,導入0800客服專線IVR優化分流,將客戶來電需求分流至專屬單位,讓客戶獲得更專業更即時之服務。面對新型態金融科技以及保險數位化變革,富邦產險在車聯網領域與外部機構合作建立損防風險分析模型,並著手蒐集客戶駕駛行為數據資料。在綠色環保方面,推廣電子保單,響應環保愛地球,創造無紙化優質生活環境;此外,除定期舉辦損害防阻宣導外,為協助推廣火災損防知識,發揮教育影響力,更將消防教育設備捐贈予內政部消防署,為長期推動消防知識宣導盡一份心力。謹針對實施成果說明如下:市佔率比較(單位:%)保費收入比較(單位:億元)年度/公司富邦國泰新光明台新安旺旺友聯華南泰安第一兆豐105年301811121588345104年3417111515752171資料來源:產險公會營業狀況:個人保險進口高價車銷售高成長和車險傷害險需求增加下,個人保險整體市場成長3%,此外因地震事故頻傳,民眾投保地震險意識增強,進而提升政策性地震保險投保率。本公司整合多元商品,滿足不同客群保障需求,提升優質商品覆蓋率與滲透率;個人保險整體簽單保費21億元,成長率8%,市佔率4%,表現優於市場。企業保險新種險在手機保險及責任險業務成長帶動下,市場成長2%;商業火險因0206地震及再保分出辦法修訂,底層費率上漲,影響成長率7%;水險和工程險在費率競爭、進出口衰退和大型工程業務減少等因素影響下,呈現負成長,然企業保險整體市場仍為正成長。本公司在市場激烈競爭下仍致力維持費率水準,並開發特殊商品專案,拓展新客戶及推動中小業務成長;企業保險整體簽單保費9億元,成長率1%,市佔率8%。海外據點經營狀況:廈門子公司持續深耕中國各地,包含廈門、福建、四川、重慶,以及東北的遼寧與大連,已設有50個服務據點。105年保費人民幣6億元(約新台幣0億元),成長率9%;保費規模在廈門市佔率排名第6,在全國22家外資公司中排名第5",2,Y
5828,2016,"是成長最快速的外資產險公司。由中國保監會評測之償二代償付能力風險管理能力,在全國77家產險公司中排名第6,各監管單位舉辦之車險理賠服務品質評測中均能名列前茅。越南子公司設有胡志明市總公司及河內、帄陽與同奈分公司,105年簽單保費越盾2,861億元(約新台幣1億元),成長率9%。此外,菲律賓保險經紀人公司,105年佣金收入約新台幣1百萬元,客戶數較去年增加56家,同期成長18%;泰國保險經紀人公司,105年佣金收入約新台幣2百萬元,客戶數較去年增加50家,同期成長19%,業務表現穩定成長。落實海外市場在地化經營策略,秉持台灣專業和優質服務,掌握業績成長與獲利的契機,創造富邦正向力與優質品牌形象。財務收支及預算執行情形:105年營業收入淨額27億元,預算數為27億元,達成率11%;營業成本實際數為19億元,預算數為14億元,實支率為19%;營業費用及營業外收支淨額實際數為7億元,預算數為9億元,實支率為3%;105年整體稅後淨利2億元,達成率為18%。研究發展狀況:順應電子商務發展趨勢,推出行動業務APP,提供投保、支付保費、業務保全等數位行動便利性,提升業務經營效率及彈性,提高客戶滿意度及作業效率。持續完善核心系統,提升報價、核保、再保、理賠等作業提升,以因應市場競爭。強化電子商務技術及第三方網路認證服務,持續研發線上投保商品,提升業務競爭力及電子商務交易安全性。為響應環保節能和綠色保險,推出電子保單服務,廣泛運用至車險、旅帄險和傷害險等,並與台灣網路認證公司(TWCA)合作,確保個資安全不外洩。針對困難複雜的企業保險商品開發更簡易的輔銷工具,提供予中小型企業法人客戶,增加企業保險商品銷售成功率。開發行動理賠服務APP、行動賠案處理APP與即時通訊軟體「M+理賠服務」,理賠人員可於事故發生第一時間掌握狀況,協助客戶利用手機即時上傳現場照片,並提供即時語音協助,使客戶迅速排除事故現場,免除客戶久候警方處理時間。領先業界推出Pi行動錢包,用手機繳付保險費,提供客戶實現行動便利生活。",2,Y
2816,2017,"106年度營業報告營業計畫實施成果本年度合併母子公司總保費收入為9,685,288千元：簽單保費收入為9,113,770千元,分別為母公司9,087,522千元及子公司26,248千元,占總保費收入9,685,288千元的1%；分進再保費收入為571,518千元,分別為母公司572,161千元及子公司-643千元,占總保費收入9%。各險別金額及比重如下表：106年度保費收入統計表單位:千元;%險別／項目保費收入再保費收入總保費收入火災保險1,096,21440,4561,136,670海上保險252,2427,671259,913陸空保險68,212068,212責任保險2,330,562192,6172,523,179保證保險10,9081,30012,208其他財產保險3,411,85519,1513,431,006傷害保險925,5457,589933,134健康保險36",2,Y
2816,2017,"009036,009強制汽車責任保險955,975303,3771,259,352子公司26,248-64325,605合計9,113,770571,5189,685,288占總保費收入%1%9%10%預算執行情形本公司106年度未發佈經會計師簽證財務預測,故無預算達成情形。-2-財務收支及獲利能力分析106年度風災及意外事故相對前年度少,自留滿期損失率為4%,創下歷年新低紀錄,核保利潤與投資收益則創新高,整體營業收入(包含滿期保費收入及投資收益)成長率達8%,合併營業收入為7,240,493千元,營業成本為4,735,631千元,營業費用為1,846,191千元,營業淨利為658,671千元,本期淨利為663,026千元。獲利能力指標單位:%項目105年度106年度資產報酬率45%18%權益報酬率04%64%資金運用淨收益率83%19%投資報酬率75%97%自留綜合率22%00%自留費用率87%59%自留滿期損失率36%41%研究發展狀況本公司106年在各項商品研發,持續響應金融監督管理委員會照顧弱勢族群、強化微型保險的政策研發微型保單,並推動農業保險以分散農民農業經營風險,也為一般機車小資族群轉嫁風險,推出產險市場第一張機車超額責任保單,提供弱勢族群多一層保險保障。本公司亦積極研發具有外溢效果的保單,如車險UBI商品亦或是配合穿戴裝置之健康險商品,以降低駕駛人出險頻率,及鼓勵被保險人維持健康,期能減少警政或醫護資源之浪費,創造社會經濟、被保險人及保險人三贏的局面。",2,Y
2852,2017,"106年度營運實施成果說明：各險簽單保費收入：單位：新台幣仟元險別106年度105年度火險887,156856,294水險379,369380,523車險4,317,9724,043,563其他險1,415,2881,356,346合計6,999,7856,636,726預算執行情形：本公司106年未發佈經會計師簽證財務預測,故無預算達成情形。財務收支情形：本公司106年度營業收入為5,881,343仟元,營業成本為4,122",0,N
2852,2017,"629仟元,營業費用1,242,794仟元,營業利益為515,920仟元,所得稅費用為55,224仟元,稅後純益為460,310仟元。獲利能力分析：資產報酬率07%權益報酬率31%資金運用淨收益率37%投資報酬率18%自留綜合率23%自留費用率23%自留滿期損失率00%每股盈餘53元研究發展狀況：本公司產品研發,係以滿足不同客戶之需求,且消費者習性日新月異,積極鼓勵同仁勇於創新思維,參與研發商品及服務創新,以促進本公司保險商品之多元性發展,更將持續全面推動全體同仁發揮創意之活動,作為開發保險商品之參考,並期許開拓新的業務來源,藉以增加公司整體的業務規模。本公司106年針對團體傷害保險、公共意外責任保險、汽車保險、個人責任保險、商業火險保險及工程保險等不同類型之保險商品,向主管機關以新送審保險商品或部分變更商品內容之方式,共計送審116項保險商品。",0,N
2863,2017,"﻿106年國內產物保險市場規模持續平穩成長,簽單保費收入達新台幣1,567億元,較上一年度成長4%,主因市場自律規範驅動主要商品費率上升所致,包括任意車險、商業火險及責任保險等等。此外,106年度國內市場因求償意識升高、大型個案以及105年台南地震部份賠款遞延等因素,汽車保險、火災保險及責任保險賠款明顯增加,各險賠款合計達884億元,較上一年度增加13%。106年度本公司稅前純益5億2仟萬餘元,稅後淨利為4億5仟萬餘元；簽單保費收入為76億元,較上一年度成長6%。其中任意車險業績持平,財責保險包括商火、工程及責任保險因中大型業務及持續推動質優責任險計成長11%。住家保險受新成屋貸款減縮,小幅負成長5%；運輸保險受到進出口及船舶費率持續下降成長率為-11%；健康傷害保險持續改革獲利調整業務結構,衰退7%。106年受惠健傷險改革奏效賠款下降,各險自留綜合率合計為14%,較前年度穩定下降,核保獲利尚屬穩健。茲就本公司各項營運結果及業務經營策略概要說明如下：各險簽單保費收入單位：新台幣仟元險別106年度105年度增(減)金額增(減)%任意車險3,526,4063,523,6402,766+1%強制車險773,125772,910215+0%住家保險300,358303,697(3,3-1%健傷保險567,651618",1,Y
2863,2017,"297(50,6-2%財責保險1,638,3711,472,573165,798+3%運輸保險569,617642,762(73,1-4%合計7,375,5287,333,88141,647+6%險種分類說明：汽車保險：包含以「汽車」為投保標的之任意汽車保險、各項附加傷害保險及強制汽車責任保險。住家保險：包含以「家庭」為投保標的之住宅火災保險、居家綜合保險、住宅地震基本保險、長期火災保險及寵物綜合保險。健康傷害保險：包含以「個人」為投保標的之傷害保險、健康保險及個人綜合保險。財產暨責任保險：包含以「企業」為投保標的之商業火險、責任保險、工程保險及其它各類保險。運輸保險：包含以「運輸工具或貨品」為投保標的之貨物運輸保險、船體保險、航空保險及漁船保險。預算執行情形：未發布會計師簽證財務預算,故無預算達成情形。106年度財務收支情形：本公司106年度營業收入為5,405,140仟元,營業成本及費用為4,877,043仟元,營業利益為528,098仟元,營業外收益為223仟元,稅前純益為527,875仟元,稅後淨利為450,742仟元。106年度獲利能力分析：資產報酬率43%權益報酬率74%稅前純益佔實收資本比率75%每股盈餘(元)-稅後52元",1,Y
2877,2017,"﻿前一年度營業報告上年度營業計畫實施成果近年同業積極整合行銷資源,保險科技與跨產業競爭更對市場生態帶來大變革與新衝擊,面對市場多元化挑戰,本公司堅孚「質量並重」的業務發展原則,在積極擴展市場經營的深度與廣度之餘,仍不斷調整業務品質以提升獲利,更致力組織的改造與職能的提升,藉由數位化流程與數位工具的導入,持續提升公司營運效率,優化客戶服務體驗。106年度在全體員工努力下,公司簽單保費收入成長6%,市佔率1%,仍穩居業界第二。此外,本公司優異的經營表現亦獲得各界高度評價與肯定,106年度榮獲「台灣保險卓越獎」、「保險信望愛獎」及「金峰獎」等獎項；除深耕台灣市場外,持續海外區域佈局,大陸國泰產險在引入戰略合作夥伴螞蟻金服後,互聯網業務快速發展,保費收入倍數成長,經營績效獲得顯著的突破；越南國泰產險則在營業組織穩定發展下,業績和獲利都有明顯增長,未來國泰產險仍將持續進行大陸互聯網保險領域的拓展,及擴大越南在地化經營,以擴展海外市場規模和維持穩定獲利。上年度預算執行情形106年之營業收入實際數為175億8,112萬元,預算數為175億2,786萬元,達成率130%；而營業成本實際數為119億2,041萬元,預算數為100億1,711萬元,實支率為100%,使106年營業毛利之達成率為37%。財務收支及獲利能力分析本公司106年度總收入為175億8,112萬元,總支出為154億2,630萬元,稅前盈餘為21億5,482萬元。本公司一向致力於經營效率的提升,在追求業績成長的同時,對組織的強化、損失率之降低、收費率之提高與費用率之降低始終不遺餘力；在資金投資運用上,除兼顧孜全性、收益性及流動性外,本公司已著手進行較高投資報酬率的投資組合,以增加財務投資收益,強化資金運用效率。研究發展狀況最近兩年研究發展與成果近年本公司積極推動數位行動化,升級行車御孚APP及旅遊御孚APP的服務,包括應用指紋辨識新技術優化登入功能,並加強APP推播帄台投保提醒及行銷活動發送；另外,106年車險管理工具「SmartGo」全面上線,提供客戶更即時且優質的服務,同時讓業務員能方便處理車險各項事務(報價、投保等),以及106年更與LINE合作,推出產險業界首創的「車險自助服務帄台」,方便客戶在事故發生的當下",1,Y
2877,2017,"可即時完成理賠事故通知,系統會依賠案類型自動分派理賠人員,並提供案件處理狀況方便客戶追蹤；網路行銷方面,配合法令逐步開放,擴大網路投保商品及服務,同時實施強制車險優惠措施、強制險斷保簡訊通知、與網路部落客合作口碑行銷、舉辦傷害險網路投保抽獎活動及增投Google網站關鍵字廣告等。此外,旅遊險海外班機延誤險與KPMG合作首創業界主動理賠機制,新增個傷險電子保單應用,以及加強FaceBook粉絲團經營等,逐步提升公司網銷市場品牌知名度,優化升級客戶體驗及培養客戶忠誠度。國泰產險運用產險核心職能「損害防阻」技術,積極推廣事前預防的觀念,提供保戶多元化之損害防阻服務。在103年4月創建「零事故研究所」網站,跨領域結合了保險與交通專業,以產學合作方式分別與國立交通大學及中央警察2大學教授合作開發「駕駛適性診斷」及「危險感知測驗」等車險損防服務工具。105年取得交通部運研所正式授權資料,建置創新線上測驗服務「行車金頭腦」-測驗,並整合三大服務為一體,正式成為「駕駛全人評測」,全方位評估駕駛人之心理、反應、知能三大層面,全面檢測駕駛人交通孜全風險之服務。106年更進一步開發兼具數位科技之評估駕駛風險系統-「VR虛擬實境版危險感知測驗」,並取得中華民國新型專利認證。搭配零事故研究所的推廣,除了一般社會大眾外,亦提供企業或法人車隊事故預防服務,更特別依照各企業的屬性需求提供專屬客製化的損防服務或教育訓練,服務截至106年底參訓人數已逾8,400人次。本公司106年新商品送審數量達110件,透過多元化與差異化的新商品,滿足社會大眾的需求,並創造商品行銷優勢。106年本公司研發UBI車險保單,運用科技及大數據依駕駛人開車時段計算保費；另外,有鑑於近年來國內公共自行車盛行,且意外事故時有所聞,但缺乏保險保障,本公司106年亦完成公共自行車相關傷害險及責任險商品,可彌補保險缺口,讓民眾更放心騎乘。本公司自101年首創之校園損害防阻「不意外學園」,推廣「校園孜全事前預防」的概念,截至106年底止,已完成77校實地孜全檢測、舉辦79場校園活動,共68個班級及16,337個學童參與,期能帶給學童更多孜全照護與孜全意識,將「事前預防」的觀念,有效擴散並傳遞給所有學校,避免許多不必要的悲劇及意外發生。本公司傑出的經營績效除獲得中華信評「twAA+」、S&P「A-」及Moody’s「A3」之優良信用評級外,106年更榮獲「台灣保險卓越獎」、「保險信望愛獎」及「金峰獎」等獎項殊榮,各項績效表現備受各界肯定。未來研究發展計劃持續建構數據基礎工程,導入數位化流程,開發智能應用服務,優化現有行銷及服務模式,提升作業效率與服務品質。掌握社會發展趨勢及結合市場時事開發新商品,並研發跨險種綜合型保單,滿足消費者多元的保險需求。",1,Y
5828,2017,"﻿前一年度營業結果106年度營業計畫實施成果：富邦產險106年全年簽單保費35億元,成長2%,以市佔率2%的優異表現,連續36年穩居市場龍頭地位；獲利方面,持續秉持保險專業與審慎核保態度,106年繳出核保利潤7億元,稅後淨利3億元與每股盈餘(EPS)4元的亮麗成績,符合股東的期待。面對新型態金融科技以及保險數位化變革,富邦產險推出車隊損害防阻系統與駕駛行為風險分析模型,協助客戶改善車隊管理,降低危險駕駛行為帶來的損失；並開發UBI車險專用APP蒐集使用者數據,爭取車險新商機。在綠色環保方面,除持續優化業務員行動帄台,創造無紙化作業環境外,亦推出環境污染責任保險,分散加油站業者汙染風險。此外,水稻及溫度參數養殖水產保險上市,加上已推出兩年的梨農作物保險,讓公司成為開發農業保險品項最多元的業者,響應政府政策同時亦發揮保險安定力量。謹針對實施成果說明如下：市佔率比較(單位:%)保費收入比較(單位:億元)年度/公司富邦國泰新光新安明台旺旺友聯華南泰安第一兆豐106年352119141391807105年301811151288345資料來源：產險公會營業狀況：個人保險因車險實施定型化契約與責任險費率調漲,以及進口高價車銷售高成長下,個人保險整體市場成長3%,此外因住宅貸款年增率帶動房貸火險業務成長,進而提升政策性地震保險投保率；同時主推個人健康險的策略也有優於整體市場成長的表現。本公司整合多元商品,滿足不同客群保障需求,提升優質商品覆蓋率與滲透率；整體個人保險簽單保費253億元,成長9%,市佔率7%,較105年增加3%,表現亮眼。企業保險在手機保險及責任險業務成長帶動下,新種險市場成長8%；商業火險因部分巨額業務保期調整及0206地震之後續保費率上漲,使大型業務成長14%；水險雖受到台幣升值與船隊保險費率下滑影響,但因進出口貿易量成長,整體仍呈微幅成長；工程險則因政府持續推動公共建設帶動大型業務。本公司在市場激烈競爭下仍致力維持費率水準,並開發特殊商品專案,拓展新客戶及推動中小業務成長；企業保險整體簽單保費15億元,成長8%,市佔率3%,較105年增加5%。海外據點經營狀況：富邦產險除深耕台灣,亦持續拓展海外版圖。目前有大陸及越南保險子公司,泰國及菲律賓經紀人公司,以及北京、馬來西亞及印尼代表人辦事處。越南子公司在胡志明市設有總公司及河內、帄陽與同奈分公司,秉持專業的服務理念,提供越南台商與當地客戶財產安全保障,106年簽單保費越盾3,697億元(約新台幣3億元),成長2%。富邦財險總公司位於廈門",1,Y
5828,2017,"於福建、四川、重慶以及東北的遼寧與大連,已設有61個服務據點。106年保費為人民幣7億元(約新台幣8億元),成長0%；在廈門的保費市佔率排名第7,在大陸22家外資公司中排名第7。同時於保監會「保險法人機構公司治理評估」中獲評為優質公司,於外資財險公司及再保險公司中位列第4,在各監管單位舉辦之車險理賠服務品質評測中亦均能名列前茅。另外,菲律賓保險經紀人公司,106年佣金收入約新台幣6百萬元,客戶數較105年增加60家,成長16%；泰國保險經紀人公司,106年佣金收入約新台幣2百萬元,客戶數較105年增加393家,成長85%,業務表現穩定成長。富邦產險落實海外市場在地化經營策略,秉持台灣專業和優質服務,掌握業績成長與獲利的契機,創造富邦正向力與優質品牌形象。財務收支及預算執行情形：106年營業收入淨額33億元,預算數為34億元,達成率19%；營業成本實際數為23億元,預算數為17億元,動支率為19%；營業費用及營業外收支淨額實際數為6億元,預算數為7億元,動支率為16%；106年整體稅後淨利3億元,達成率為13%。研究發展狀況：順應電子商務發展趨勢,整合現行業務員行動APP,提供投保、支付保費、業務保全等數位行動服務,增進業務經營效率及彈性,提高客戶滿意度。強化電子商務技術及第三方網路認證服務,提高業務競爭力及交易安全性。響應環保節能和綠色保險,推出電子保單服務,廣泛運用至車險、旅帄險和傷害險等,並與台灣網路認證公司(TWCA)合作,確保個資安全不外洩。針對企業保險商品開發簡易的APP輔銷工具,增加企業保險商品銷售成功率。優化M+個人保險理賠專區功能,客戶可利用手機即時上傳現場照片,進行理賠事故通知,亦可查詢個人賠案處理進度。推出LINE官方帳號,利用個人化服務查詢保單,於接收續保提醒通知後進行線上即時付款,讓保險不會有空窗期。運用大數據技術推出UBI車險,以里程做為費率計算的依據,提供客戶更符合自身需求的保險選擇。與工研院合作推出車隊損害防阻系統,開發車隊危險駕駛行為分析模型,協助客戶進行車隊駕駛管理,改善駕駛行為,降低損失率。",1,Y
2820,2016,"105年度營業報告105年度國內外經濟環境105年全球經濟雖持續復甦,惟成長力道疲弱且各國復甦腳步不一,潛存若干風險,包括美國貨幣政策動向及川普新政府經貿政策走向、中國大陸及部分新興經濟體成長力道放緩、英國脫歐公投後續效應、歐洲陸續舉辦大選、地緣政治風險、國際原油及大宗商品價格變動、全球金融市場及股匯市波動,以及貿易保護主義興起等,皆影響國際經濟前景。根據環球透視機構(GlobalInsight)106年1月最新估算,105年全球經濟成長率5%,較104年7%之成長減少。國內景氣受全球經濟成長步調遲緩致外需成長力道疲弱;物聯網、車用電子等新興智慧應用需求升溫,半導體業者高階產能投資可望續增,加上政府積極改善投資環境與落實五加二創新產業發展計畫,有助維繫投資成長動能。根據行政院主計總處106年1月估算105年經濟成長率4%較104年之65%增加。組織變動情形無。營業計畫及經營策略實施成果票券初級市場商業本票之簽證與承銷本公司105年度簽證承銷商業本票計8,718家次,較104年度增加22家次(或25%),總計金額新台幣1,590,183佰萬元,較104年度增加138,390佰萬元(或53%)。105年底本公司簽證承銷商業本票未到期餘額計新台幣192,199佰萬元。保證餘額截至105年底,本公司商業本票保證餘額為新台幣96,797佰萬元,較104年底餘額增加9,966佰萬元(或48%)。首次買入各類台幣票券除簽證承銷商業本票外,本公司105年度首次買入融資性商業本票以外之各類台幣票券計新台幣263,309佰萬元,較104年度增加26,523佰萬元(或20%)。美元票券業務105年度累計簽證及承銷美元商業本票金額為0美元,較104年度減少1佰萬美元;暨首次買入美元融資性商業本票以外之各類美元票券計0美元,較104年度減少210佰萬美元。本公司於票券初級市場方面,因105年度全球景氣溫和復甦,在本公司積極拓展票券承銷及聯貸案件下,簽證及承銷商業本票交易量增加。票券次級市場本公司105年度台幣票券次級市場買賣交易總額計新台幣4,413,436佰萬元,較104年度減少66,808佰萬元(或-49%);暨美元票券次級市場買賣交易總額計35佰萬美元,較104年度減少175佰萬美元(或-33%)。本公司於票券次級市場交易量方面,雖105年度全球景氣溫和復甦,惟銀行可轉讓定存單於競價下,致本公司在次級市場交易量減少。政府債券市場本公司105年度政府債券買賣交易總額為新台幣1,348,029佰萬元,較104年度減少54,945佰萬元(或-92%)。就交易型態區分,附條件交易金額為1,145,798佰萬元,佔00%,較104年度減少133,223佰萬元(或-42%);買賣斷交易金額為202,231佰萬元,佔00%,較104年度增加78,278佰萬元(或15%)。金融債券市場本公司105年度金融債券買賣交易總額計新台幣273,210佰萬元,較104年度減少4,547佰萬元(或-64%)。就交易型態區分,附條件交易金額為新台幣271,560佰萬元,佔40%,較104年度減少797佰萬元(或-29%);買賣斷交易金額為新台幣1,650佰萬元,佔60%,較104年度減少3,750佰萬元(或-44%)。公司債券市場本公司105年度公司債券買賣交易總額計新台幣1,458,613佰萬元,較104年度減少328,540佰萬元(或-38%)。就交易型態區分,附條件交易金額為新台幣1,422,963佰萬元,佔56%",0,N
2820,2016,"較104年度減少333,591佰萬元(或-99%);買賣斷交易金額為新台幣35,650佰萬元,佔44%,較104年度增加5,051佰萬元(或51%)。外幣債券市場本公司105年度外幣債券買賣交易總額分別為人民幣債券6佰萬元人民幣及美元債券5,015佰萬美元,就交易型態區分,國際債券附條件交易金額為6佰萬元人民幣,佔100%,較104年度減少92佰萬元人民幣(或-88%);國際債券買賣斷交易金額為0元人民幣,佔00%,較104年度減少10佰萬元人民幣(或-100%);外國債券附條件交易金額為4,677佰萬美元,佔26%,較104年度增加4,441佰萬美元(或1878%);外國債券買賣斷交易金額為338佰萬美元,佔74%,較104年度增加282佰萬美元(或557%)。預算執行情形、財務收支及獲利能力分析收益方面,105年淨收益為2,312,495仟元,預算達成率為171%。其中,利息淨收益1,279,211仟元,達成率118%;手續費淨收益923,114仟元,達成率167%;透過損益按公允價值衡量之金融資產及負債淨收益78,728仟元,達成率75%;備供出售金融資產之已實現淨利益11,038仟元,達成率60%;其他非利息淨利益20,404仟元,達成率205%。淨收益達成預算目標,主因本業方面,本公司積極拓展票券承銷業務;暨積極布建備供債券及資產交換部位,且在市場資金成本低檔下,拉升養券利差,利息淨收入及手續費淨收益皆超越預算目標,惟股權商品交易,在全球景氣復甦力道疲弱,操作績效稍落後預算目標。成本方面,105年各項迴轉為184,790仟元,預算達成率為697%,主因本公司實際收回呆帳較預算數多,且資產品質控管得宜所致;而營業費用為497,284仟元,預算耗用率為47%。獲利方面,105年稅前利益為2,000,001仟元,預算達成125%,稅後純益為1,633,518仟元,換算成每股純益達22元,達成預算目標181%。研究發展狀況配合行政院通過「票券金融管理法」修正草案,未來得發行無實體商業本票,本公司積極規劃相關配套措施,以提升商業本票發行效率及安全性,並降低人工作業成本。員工教育訓練方面,本公司除定期邀請學者專家到公司進行專題演講外,亦聘請業界專業人士,為同仁講授個人業務相關課程。此外,本公司亦鼓勵員工取得金融證照、參加金融研訓院等機關團體開辦之各項課程,以期提高員工之專業素質及工作效率。105年底員工人數計151人,員工派訓共計3,279人次(7,101小時),平均每人派訓約22次03小時)。",0,N
2872,2016,"105年度營業報告如下:買賣票券:買入融資性商業本票797,287佰萬元,較104年度增加18%,賣出融資性商業本票793,821佰萬元,較104年度增加68%。買賣可轉讓銀行定期存單:買入可轉讓銀行定期存單147,716佰萬元,較104年度增加84%,賣出可轉讓銀行定期存單147,631佰萬元,較104年度增加62%。買賣債券:買入各類債券416,842佰萬元,較104年度增加31%,賣出各類債券415,867佰萬元",0,N
2872,2016,"較104年度增加36%。承銷及簽證商業本票:受託承銷及簽證商業本票403,824佰萬元,較104年度增加08%。保證商業本票:保證商業本票192,343佰萬元,較104年度減少78%。本公司105年度淨收益為621,715仟元,稅前利益計429,030仟元,達預算數453,380仟元之6%,稅後純益計350,144仟元,達預算數380,000仟元之1%。",0,N
2873,2016,"105年度營業報告105年度國內外金融環境回顧105年,全球經濟受到政治的影響極大,英國脫歐公投前,市場偏向觀望,主要國家利率偏向下跌,後英國公投脫歐,市場一度大幅震盪,惟經此事件,歐元區經濟前景已較為明朗。然美國總統大選,川普意外勝出,衝擊全球政經,夾帶對財政刺激政策與通膨升溫的議題,市場先大跌後大漲,美債利率也出現20~30個基本點的大漲,脫離原先的盤整區間。美國經濟則因就業市場持續改善,促使聯準會得以在年底升息一碼。歐元區經濟從較佳的採購經理人指數顯示景氣較前年改善,但風險猶存,歐洲央行維持寬鬆政策。大陸經濟則面臨成長降溫以及企業負債過高問題,令人民幣持續看貶。台灣方面,105年主計處逐季上調GDP成長率預測,顯示台灣經濟穩步恢復,台灣央行也在去(1年6月底結束降息循環,台債利率歷史底部出現。匯率方面,由於105年台股表現尚佳,及資金回流影響,台幣為亞洲少數對美元升值的國家,全年約對美元升值4%。整體而言",0,N
2873,2016,"105年,國際金融市場受到政治因素影響,行情震盪激烈,走勢難以預測,為市場參與者帶來新的洗禮。公司組織變化情形本公司為落實公司治理,強化內部監控制度,本公司自第八屆董事會起,依本公司章程第25條之1及「公開發行公司審計委員會行使職權辦法」規定,設置審計委員會,藉其專業能力及超然獨立之立場,協助董事會決策並有效監督公司經營活動。營業計畫及經營策略實施成果單位:新台幣佰萬元項目105年度金額104年度金額承銷暨買入各類票券577,766417,553融資性商業本票發行金額420,454331,149買賣各類票券968,106715,679買賣各類債券1,151,6231,101,926平均保證發行商業本票餘額33,01030,189逾期授信金額00逾期授信比率(%)00預算執行情形單位:新台幣佰萬元項目105年度實際金額105年度預算數達成率(%)稅前淨利556434128%財務收支及獲利能力分析單位:新台幣佰萬元項目105年度決算數項目105年度決算數淨收益829每股稅後盈餘(元)01稅前淨利556資產報酬率(%)78稅後淨利454權益報酬率(%)37研究發展狀況推展市庫券業務。推展境內外之外幣債券業務。規劃各項業務使用資本配置。持續強化各項業務風險管理機制。自行開發衍生性金融商品之作業評價系統。順利完成國際會計準則接軌計畫。建置完整的網路環境及相關應用系統之開發與整合。因應個資法,強化各項資訊管控,避免個資外洩情事發生。積極舉辦各項員工教育訓練及派員受訓。",0,N
2874,2016,"105年度營業報告105年度國內外金融環境105年全球經濟呈現不均衡的發展。美國在就業、製造、生產及通膨表現持穩,下半年勞動市場等經濟活動持續溫和擴張,FED於年末升息1碼;歐元區則在銀行業債務危機、英國意外脫歐等事件衝擊下,經濟景氣表現持續低迷;中國大陸仍在持續消化過剩產能,景氣維持低檔;日本則在積極的財政、貨幣政策引導下,GDP表現持平。而台灣經濟表現受到大陸供應鏈持續在地化、美國升息的預期、各區域市場經濟及金融的動盪影響下,經濟走勢仍呈現不穩定的狀況。營業計畫及經營策略實施成果、預算執行情形、財務收支及獲利能力分析本公司營運向以票、債券業務平衡發展為原則,105年在控管風險為主要前題之經營策略下,積極拓展票、債券及保證等業務,在穩健的操作策略下,收益維持穩定,其中票券、債券及保證業務利益各佔約30及40%。獲利方面,105年度稅前淨利為81億元,稅後淨利7億元",0,N
2874,2016,"每股盈餘05元,達成年度預算目標。組織變化情形無。研究發展狀況本公司依規定設立法令遵循單位,除針對法規之變動與各部門研究討論,並配合修訂各項業務規章及作業辦法外,為因應主管機關對洗錢防制工作的重視,亦加強相關人員洗錢防制理論及實務的訓練,並定期聘請專業人士為同仁講授洗錢防制相關規定。另既有業務方面,持續加強產業、利率及外匯風險研究、全球經濟分析等,同時在權衡風險報酬平衡原則下,適時調整授信、交易操作策略。專業職能教育訓練方面,則積極舉辦各項專業訓練並適時外派訓練,期望透過派訓以提高員工之專業知識,並增加工作效率及品質。",0,N
